10	1.04	13.000	0.2	2.600
50	1.04	13.000	0.2	2.600
100	1.04	12.900	0.2	2.600
500	1.04	11.600	0.2	2.600
1000	1.04	9.460	0.2	2.600
3000	1.04	4.160	0.2	1.000
5000	1.04	2.600	0.2	0.520
8000	1.04	1.660	0.2	0.500
10000	1.04	1.360	0.2	0.288
25000	1.04	0.520	0.2	0.100
50000	1.04	0.263	0.2	0.050
100000	1.04	0.132	0.2	0.050
500000	1.04	0.026	0.2	0.050
1000000	1.04	0.012	0.2	0.050
