time	V(in)	V(out)	abs(V(out)/V(in))
1.526319207431524e-002	6.443349e-002	-6.563199e-001	1.018601e+001
1.528647141098408e-002	6.268481e-002	-6.386157e-001	1.018773e+001
1.532418703949011e-002	5.674517e-002	-5.782805e-001	1.019083e+001
1.538413037469344e-002	4.111223e-002	-4.192633e-001	1.019802e+001
1.547377902178687e-002	9.853174e-003	-1.010433e-001	1.025490e+001
1.557406767066735e-002	-2.777767e-002	2.822811e-001	1.016216e+001
1.563253453888379e-002	-4.705651e-002	4.787822e-001	1.017462e+001
1.566945938349059e-002	-5.626381e-002	5.726933e-001	1.017872e+001
1.569516289532728e-002	-6.081889e-002	6.191946e-001	1.018096e+001
1.571396935313087e-002	-6.308143e-002	6.423220e-001	1.018243e+001
1.572985853421364e-002	-6.425080e-002	6.543049e-001	1.018361e+001
1.574513709872747e-002	-6.471732e-002	6.591271e-001	1.018471e+001
1.576319207431524e-002	-6.443349e-002	6.563199e-001	1.018601e+001
1.578647141098408e-002	-6.268481e-002	6.386157e-001	1.018773e+001
1.582418703949012e-002	-5.674517e-002	5.782805e-001	1.019083e+001
1.588413037469345e-002	-4.111223e-002	4.192633e-001	1.019802e+001
1.597377902178688e-002	-9.853174e-003	1.010433e-001	1.025490e+001
1.607406767066736e-002	2.777767e-002	-2.822811e-001	1.016216e+001
1.613253453888379e-002	4.705651e-002	-4.787822e-001	1.017462e+001
1.616945938349059e-002	5.626381e-002	-5.726933e-001	1.017872e+001
1.619516289532728e-002	6.081889e-002	-6.191946e-001	1.018096e+001
1.621396935313087e-002	6.308143e-002	-6.423220e-001	1.018243e+001
1.622985853421365e-002	6.425080e-002	-6.543049e-001	1.018361e+001
1.624513709872747e-002	6.471732e-002	-6.591271e-001	1.018471e+001
1.626319207431524e-002	6.443349e-002	-6.563199e-001	1.018601e+001
1.628647141098408e-002	6.268481e-002	-6.386157e-001	1.018773e+001
1.632418703949011e-002	5.674517e-002	-5.782805e-001	1.019083e+001
1.638413037469343e-002	4.111223e-002	-4.192633e-001	1.019802e+001
1.647377902178685e-002	9.853174e-003	-1.010433e-001	1.025490e+001
1.657406767066734e-002	-2.777767e-002	2.822811e-001	1.016216e+001
1.663253453888378e-002	-4.705651e-002	4.787822e-001	1.017462e+001
1.666945938349059e-002	-5.626381e-002	5.726933e-001	1.017872e+001
1.669516289532727e-002	-6.081889e-002	6.191946e-001	1.018096e+001
1.671396935313086e-002	-6.308143e-002	6.423220e-001	1.018243e+001
1.672985853421364e-002	-6.425080e-002	6.543049e-001	1.018361e+001
1.674513709872747e-002	-6.471732e-002	6.591271e-001	1.018471e+001
1.676319207431524e-002	-6.443349e-002	6.563199e-001	1.018601e+001
1.678647141098408e-002	-6.268481e-002	6.386157e-001	1.018773e+001
1.682418703949011e-002	-5.674517e-002	5.782805e-001	1.019083e+001
1.688413037469343e-002	-4.111223e-002	4.192633e-001	1.019802e+001
1.697377902178685e-002	-9.853174e-003	1.010433e-001	1.025490e+001
1.707406767066734e-002	2.777767e-002	-2.822811e-001	1.016216e+001
1.713253453888378e-002	4.705651e-002	-4.787822e-001	1.017462e+001
1.716945938349059e-002	5.626381e-002	-5.726933e-001	1.017872e+001
1.719516289532727e-002	6.081889e-002	-6.191946e-001	1.018096e+001
1.721396935313086e-002	6.308143e-002	-6.423220e-001	1.018243e+001
1.722985853421364e-002	6.425080e-002	-6.543049e-001	1.018361e+001
1.724513709872747e-002	6.471732e-002	-6.591271e-001	1.018471e+001
1.726319207431524e-002	6.443349e-002	-6.563199e-001	1.018601e+001
1.728647141098408e-002	6.268481e-002	-6.386157e-001	1.018773e+001
1.732418703949011e-002	5.674517e-002	-5.782805e-001	1.019083e+001
1.738413037469343e-002	4.111223e-002	-4.192633e-001	1.019802e+001
1.747377902178685e-002	9.853174e-003	-1.010433e-001	1.025490e+001
1.757406767066734e-002	-2.777767e-002	2.822811e-001	1.016216e+001
1.763253453888378e-002	-4.705651e-002	4.787822e-001	1.017462e+001
1.766945938349059e-002	-5.626381e-002	5.726933e-001	1.017872e+001
1.769516289532728e-002	-6.081889e-002	6.191946e-001	1.018096e+001
1.771396935313086e-002	-6.308143e-002	6.423220e-001	1.018243e+001
1.772985853421364e-002	-6.425080e-002	6.543049e-001	1.018361e+001
1.774513709872747e-002	-6.471732e-002	6.591271e-001	1.018471e+001
1.776319207431524e-002	-6.443349e-002	6.563199e-001	1.018601e+001
1.778647141098408e-002	-6.268481e-002	6.386157e-001	1.018773e+001
1.782418703949011e-002	-5.674517e-002	5.782805e-001	1.019083e+001
1.788413037469344e-002	-4.111223e-002	4.192633e-001	1.019802e+001
1.797377902178687e-002	-9.853174e-003	1.010433e-001	1.025490e+001
1.807406767066735e-002	2.777767e-002	-2.822811e-001	1.016216e+001
1.813253453888379e-002	4.705651e-002	-4.787822e-001	1.017462e+001
1.816945938349059e-002	5.626381e-002	-5.726933e-001	1.017872e+001
1.819516289532728e-002	6.081889e-002	-6.191946e-001	1.018096e+001
1.821396935313087e-002	6.308143e-002	-6.423220e-001	1.018243e+001
1.822985853421364e-002	6.425080e-002	-6.543049e-001	1.018361e+001
1.824513709872747e-002	6.471732e-002	-6.591271e-001	1.018471e+001
1.826319207431524e-002	6.443349e-002	-6.563199e-001	1.018601e+001
1.828647141098408e-002	6.268481e-002	-6.386157e-001	1.018773e+001
1.832418703949012e-002	5.674517e-002	-5.782805e-001	1.019083e+001
1.838413037469345e-002	4.111223e-002	-4.192633e-001	1.019802e+001
1.847377902178687e-002	9.853174e-003	-1.010433e-001	1.025490e+001
1.857406767066736e-002	-2.777767e-002	2.822811e-001	1.016216e+001
1.863253453888379e-002	-4.705651e-002	4.787822e-001	1.017462e+001
1.866945938349060e-002	-5.626381e-002	5.726933e-001	1.017872e+001
1.869516289532728e-002	-6.081889e-002	6.191946e-001	1.018096e+001
1.871396935313087e-002	-6.308143e-002	6.423220e-001	1.018243e+001
1.872985853421364e-002	-6.425080e-002	6.543049e-001	1.018361e+001
1.874513709872747e-002	-6.471732e-002	6.591271e-001	1.018471e+001
1.876319207431524e-002	-6.443349e-002	6.563199e-001	1.018601e+001
1.878647141098408e-002	-6.268481e-002	6.386157e-001	1.018773e+001
1.882418703949012e-002	-5.674517e-002	5.782805e-001	1.019083e+001
1.888413037469345e-002	-4.111223e-002	4.192633e-001	1.019802e+001
1.897377902178687e-002	-9.853174e-003	1.010433e-001	1.025490e+001
1.907406767066736e-002	2.777767e-002	-2.822811e-001	1.016216e+001
1.913253453888379e-002	4.705651e-002	-4.787822e-001	1.017462e+001
1.916945938349060e-002	5.626381e-002	-5.726933e-001	1.017872e+001
1.919516289532728e-002	6.081889e-002	-6.191946e-001	1.018096e+001
1.921396935313087e-002	6.308143e-002	-6.423220e-001	1.018243e+001
1.922985853421365e-002	6.425080e-002	-6.543049e-001	1.018361e+001
1.924513709872747e-002	6.471732e-002	-6.591271e-001	1.018471e+001
1.926319207431524e-002	6.443349e-002	-6.563199e-001	1.018601e+001
1.928647141098408e-002	6.268481e-002	-6.386157e-001	1.018773e+001
1.932418703949011e-002	5.674517e-002	-5.782805e-001	1.019083e+001
1.938413037469343e-002	4.111223e-002	-4.192633e-001	1.019802e+001
1.947377902178685e-002	9.853174e-003	-1.010433e-001	1.025490e+001
1.957406767066734e-002	-2.777767e-002	2.822811e-001	1.016216e+001
1.963253453888378e-002	-4.705651e-002	4.787822e-001	1.017462e+001
1.966945938349059e-002	-5.626381e-002	5.726933e-001	1.017872e+001
1.969516289532727e-002	-6.081889e-002	6.191946e-001	1.018096e+001
1.971396935313087e-002	-6.308143e-002	6.423220e-001	1.018243e+001
1.972985853421364e-002	-6.425080e-002	6.543049e-001	1.018361e+001
1.974513709872747e-002	-6.471732e-002	6.591271e-001	1.018471e+001
1.976319207431524e-002	-6.443349e-002	6.563199e-001	1.018601e+001
1.978647141098408e-002	-6.268481e-002	6.386157e-001	1.018773e+001
1.982418703949012e-002	-5.674517e-002	5.782805e-001	1.019083e+001
1.988413037469345e-002	-4.111223e-002	4.192633e-001	1.019802e+001
1.997377902178687e-002	-1.021196e-002	1.047295e-001	1.025557e+001
2.000000000000000e-002	1.278675e-007	7.124512e-004	5.571795e+003
