0.000000000000000e+000	0.000000e+000	0.000000e+000
4.571428442139744e-009	8.614122e-005	-1.598151e-005
9.142856884279487e-009	1.722757e-004	-5.656521e-005
1.371428532641923e-008	2.584033e-004	-1.217511e-004
1.828571376855898e-008	3.445242e-004	-2.115391e-004
2.285714221069872e-008	4.306382e-004	-3.259294e-004
2.742857065283846e-008	5.167455e-004	-4.649218e-004
3.199999909497819e-008	6.028460e-004	-6.285164e-004
6.399999818995639e-008	1.205402e-003	-2.306851e-003
1.279999963799128e-007	2.409893e-003	-7.916606e-003
2.559999927598256e-007	4.817378e-003	-2.455338e-002
5.119999855196511e-007	9.629757e-003	-6.714182e-002
1.023999971039302e-006	1.925160e-002	-1.622775e-001
2.047999942078604e-006	3.849252e-002	-3.578883e-001
8.191999768314418e-006	1.538224e-001	-1.532609e+000
1.638399953662884e-005	3.068723e-001	-3.091591e+000
3.276799907325767e-005	6.076677e-001	-6.155820e+000
6.553599814651534e-005	1.195596e+000	-1.214568e+001
6.981970846784317e-005	1.269881e+000	-1.290259e+001
7.838712911049882e-005	1.413976e+000	-1.437062e+001
8.022379390171226e-005	1.444495e+000	-1.468092e+001
8.068296009951562e-005	1.452050e+000	-1.475678e+001
8.160129249512234e-005	1.467119e+000	-1.490563e+001
8.162508623792604e-005	1.467509e+000	-1.490920e+001
8.167267372353344e-005	1.468289e+000	-1.491553e+001
8.176784869474822e-005	1.469848e+000	-1.492689e+001
8.195819863717778e-005	1.472965e+000	-1.494645e+001
8.217160676112565e-005	1.476458e+000	-1.496346e+001
8.253071097002778e-005	1.482334e+000	-1.498297e+001
8.271986837018566e-005	1.485428e+000	-1.498920e+001
8.282902965490623e-005	1.487213e+000	-1.499115e+001
8.298157485215035e-005	1.489706e+000	-1.499288e+001
8.315031322062765e-005	1.492462e+000	-1.499416e+001
8.337434790463906e-005	1.496118e+000	-1.499522e+001
8.360586346288592e-005	1.499894e+000	-1.499590e+001
8.392079854442620e-005	1.505024e+000	-1.499646e+001
8.432131604976588e-005	1.511541e+000	-1.499688e+001
8.484567965959075e-005	1.520056e+000	-1.499719e+001
8.557479273885741e-005	1.531868e+000	-1.499743e+001
8.659494000605279e-005	1.548335e+000	-1.499761e+001
8.808672646631910e-005	1.572291e+000	-1.499774e+001
9.031650905089949e-005	1.607809e+000	-1.499783e+001
9.379132810731872e-005	1.662443e+000	-1.499789e+001
9.932481660272512e-005	1.747453e+000	-1.499792e+001
1.093266746199149e-004	1.893966e+000	-1.499792e+001
1.293303906542945e-004	2.155696e+000	-1.499790e+001
1.693378227230536e-004	2.591923e+000	-1.499784e+001
1.950755485878992e-004	2.804803e+000	-1.499782e+001
2.139044183802651e-004	2.909633e+000	-1.499781e+001
2.297777802912466e-004	2.963714e+000	-1.499780e+001
2.451190806558107e-004	2.985431e+000	-1.499780e+001
2.631853720281402e-004	2.972374e+000	-1.499780e+001
2.864605119765245e-004	2.891645e+000	-1.499781e+001
3.241694714003932e-004	2.617374e+000	-1.499784e+001
3.343289338901569e-004	2.540821e+000	-1.499786e+001
3.444883963799207e-004	2.452230e+000	-1.499787e+001
3.546478588696844e-004	2.351601e+000	-1.499789e+001
3.648073213594482e-004	2.238933e+000	-1.499790e+001
3.749667838492119e-004	2.114227e+000	-1.499791e+001
3.851262463389757e-004	1.977483e+000	-1.499792e+001
3.952857088287394e-004	1.828701e+000	-1.499792e+001
3.972768259937471e-004	1.799203e+000	-1.499794e+001
3.992679431587548e-004	1.769369e+000	-1.499795e+001
4.012590603237626e-004	1.739201e+000	-1.499795e+001
4.032501774887703e-004	1.708696e+000	-1.499794e+001
4.052412946537781e-004	1.677857e+000	-1.499792e+001
4.072324118187858e-004	1.646682e+000	-1.499790e+001
4.092235289837936e-004	1.615171e+000	-1.499788e+001
4.120448687130906e-004	1.570142e+000	-1.499778e+001
4.141033520607811e-004	1.537045e+000	-1.499764e+001
4.153707944954658e-004	1.516531e+000	-1.499743e+001
4.162408146956476e-004	1.502386e+000	-1.499713e+001
4.168074108125335e-004	1.493148e+000	-1.499673e+001
4.172113322508237e-004	1.486550e+000	-1.499618e+001
4.174804881130619e-004	1.482148e+000	-1.499549e+001
4.176935369362310e-004	1.478660e+000	-1.499450e+001
