time	Vsh	Vpre
6.552256341573609e-006	5.293835e-002	3.954720e-001
6.578384512360413e-006	5.340431e-002	3.971449e-001
6.604512683147216e-006	5.387130e-002	3.987125e-001
6.630640853934021e-006	5.433931e-002	4.001750e-001
6.656769024720825e-006	5.480835e-002	4.015322e-001
6.682897195507629e-006	5.527841e-002	4.027842e-001
6.900000000000001e-006	5.918089e-002	4.099845e-001
7.000000000000001e-006	6.096427e-002	4.107560e-001
7.046056073710680e-006	6.177754e-002	4.106694e-001
7.739289718398142e-006	7.319761e-002	4.089142e-001
8.432523363085605e-006	8.364373e-002	4.071659e-001
9.125757007773068e-006	9.311591e-002	4.054248e-001
9.818990652460529e-006	1.016141e-001	4.036906e-001
1.051222429714799e-005	1.091384e-001	4.019635e-001
1.120545794183546e-005	1.156887e-001	4.002435e-001
1.189869158652292e-005	1.212651e-001	3.985305e-001
1.261297730080863e-005	1.262822e-001	3.967738e-001
1.332726301509435e-005	1.306992e-001	3.950248e-001
1.404154872938006e-005	1.345162e-001	3.932834e-001
1.475583444366578e-005	1.377331e-001	3.915497e-001
1.547012015795149e-005	1.403500e-001	3.898236e-001
1.618440587223721e-005	1.423668e-001	3.881052e-001
1.689869158652292e-005	1.437835e-001	3.863945e-001
1.761297730080863e-005	1.447992e-001	3.846913e-001
1.832726301509434e-005	1.454909e-001	3.829955e-001
1.904154872938005e-005	1.458585e-001	3.813071e-001
1.975583444366575e-005	1.459022e-001	3.796262e-001
2.047012015795146e-005	1.456219e-001	3.779527e-001
2.118440587223717e-005	1.450175e-001	3.762866e-001
2.189869158652288e-005	1.440892e-001	3.746280e-001
2.281297730080858e-005	1.425736e-001	3.725157e-001
2.372726301509429e-005	1.408293e-001	3.704151e-001
2.464154872937999e-005	1.388562e-001	3.683262e-001
2.555583444366570e-005	1.366545e-001	3.662491e-001
2.647012015795141e-005	1.342241e-001	3.641838e-001
2.738440587223711e-005	1.315650e-001	3.621301e-001
2.829869158652281e-005	1.286771e-001	3.600883e-001
2.957012015795141e-005	1.244780e-001	3.572681e-001
3.084154872937999e-005	1.202231e-001	3.544696e-001
3.211297730080859e-005	1.159123e-001	3.516928e-001
3.338440587223718e-005	1.115458e-001	3.489377e-001
3.465583444366578e-005	1.071234e-001	3.462042e-001
3.592726301509436e-005	1.026452e-001	3.434924e-001
3.719869158652295e-005	9.811123e-002	3.408022e-001
3.858440587223727e-005	9.330005e-002	3.378943e-001
3.997012015795159e-005	8.862028e-002	3.350106e-001
4.135583444366591e-005	8.407192e-002	3.321513e-001
4.274154872938023e-005	7.965496e-002	3.293163e-001
4.412726301509455e-005	7.536941e-002	3.265056e-001
4.551297730080887e-005	7.121528e-002	3.237191e-001
4.689869158652319e-005	6.719255e-002	3.209570e-001
4.835583444366608e-005	6.316995e-002	3.180779e-001
4.981297730080898e-005	5.932544e-002	3.152241e-001
5.127012015795187e-005	5.565901e-002	3.123956e-001
5.272726301509476e-005	5.217068e-002	3.095923e-001
5.418440587223766e-005	4.886044e-002	3.068143e-001
5.564154872938054e-005	4.572828e-002	3.040616e-001
5.709869158652344e-005	4.277422e-002	3.013341e-001
5.868440587223776e-005	3.976001e-002	2.983938e-001
6.027012015795208e-005	3.691472e-002	2.954816e-001
6.185583444366641e-005	3.423834e-002	2.925973e-001
6.344154872938073e-005	3.173087e-002	2.897411e-001
6.502726301509505e-005	2.939231e-002	2.869129e-001
6.661297730080938e-005	2.722266e-002	2.841127e-001
6.819869158652370e-005	2.522192e-002	2.813405e-001
7.005583444366660e-005	2.306168e-002	2.781283e-001
7.191297730080951e-005	2.105147e-002	2.749519e-001
7.377012015795240e-005	1.919129e-002	2.718111e-001
7.562726301509531e-005	1.748114e-002	2.687060e-001
7.748440587223821e-005	1.592102e-002	2.656365e-001
7.934154872938112e-005	1.451092e-002	2.626027e-001
8.119869158652402e-005	1.325086e-002	2.596046e-001
8.331297730080978e-005	1.194893e-002	2.562333e-001
8.542726301509555e-005	1.075215e-002	2.529043e-001
8.754154872938132e-005	9.660514e-003	2.496178e-001
8.965583444366709e-005	8.674029e-003	2.463737e-001
9.177012015795284e-005	7.792692e-003	2.431720e-001
9.388440587223862e-005	7.016505e-003	2.400128e-001
9.599869158652438e-005	6.345465e-003	2.368959e-001
9.809869158652443e-005	5.725897e-003	2.338389e-001
1.004558344436674e-004	5.124418e-003	2.304562e-001
1.028129773008103e-004	4.577166e-003	2.271207e-001
1.051701201579532e-004	4.084140e-003	2.238325e-001
1.075272630150961e-004	3.645342e-003	2.205916e-001
1.098844058722390e-004	3.260770e-003	2.173979e-001
1.122415487293819e-004	2.930425e-003	2.142514e-001
1.145986915865248e-004	2.654307e-003	2.111521e-001
1.175558344436678e-004	2.350425e-003	2.073283e-001
1.205129773008107e-004	2.078609e-003	2.035707e-001
1.234701201579536e-004	1.838857e-003	1.998795e-001
1.264272630150966e-004	1.631170e-003	1.962545e-001
1.293844058722395e-004	1.455547e-003	1.926958e-001
1.323415487293824e-004	1.311989e-003	1.892034e-001
1.352986915865253e-004	1.200496e-003	1.857772e-001
1.396701201579540e-004	1.061361e-003	1.808300e-001
1.440415487293827e-004	9.398231e-004	1.760065e-001
1.484129773008114e-004	8.358818e-004	1.713066e-001
1.527844058722401e-004	7.495373e-004	1.667303e-001
1.571558344436687e-004	6.807896e-004	1.622777e-001
1.615272630150974e-004	6.296389e-004	1.579488e-001
1.658986915865261e-004	5.960850e-004	1.537435e-001
1.708272630150976e-004	5.586882e-004	1.491375e-001
1.757558344436692e-004	5.250851e-004	1.446600e-001
1.806844058722407e-004	4.952756e-004	1.403111e-001
1.856129773008123e-004	4.692597e-004	1.360908e-001
1.905415487293838e-004	4.470374e-004	1.319990e-001
1.954701201579554e-004	4.286087e-004	1.280357e-001
2.003986915865269e-004	4.139737e-004	1.242010e-001
2.004986915865269e-004	4.136500e-004	1.241242e-001
2.010000000000000e-004	4.120364e-004	1.237399e-001
2.010148050064817e-004	4.119123e-004	1.237298e-001
2.010296100129634e-004	4.119110e-004	1.237573e-001
2.010444150194451e-004	4.120328e-004	1.238226e-001
2.010592200259268e-004	4.122775e-004	1.239256e-001
2.010740250324085e-004	4.126452e-004	1.240663e-001
2.010888300388903e-004	4.131358e-004	1.242448e-001
2.011036350453720e-004	4.137494e-004	1.244609e-001
2.012036350453720e-004	4.247431e-004	1.266588e-001
2.013036350453720e-004	4.514332e-004	1.301962e-001
2.014036350453720e-004	5.032734e-004	1.352387e-001
2.015000000000000e-004	5.757260e-004	1.411819e-001
2.015674554682397e-004	6.588250e-004	1.462207e-001
2.016445474319421e-004	7.805324e-004	1.520123e-001
2.017445474319421e-004	9.742622e-004	1.595235e-001
2.018445474319421e-004	1.210406e-003	1.670302e-001
2.019445474319421e-004	1.490990e-003	1.745322e-001
2.020445474319421e-004	1.815418e-003	1.820296e-001
2.021445474319421e-004	2.183100e-003	1.895224e-001
2.022445474319421e-004	2.593453e-003	1.970106e-001
2.023445474319421e-004	3.045897e-003	2.044941e-001
2.024445474319422e-004	3.539862e-003	2.119730e-001
2.025445474319422e-004	4.074779e-003	2.194472e-001
2.027445474319422e-004	5.265233e-003	2.343819e-001
2.029445474319422e-004	6.612839e-003	2.492981e-001
2.031445474319422e-004	8.113265e-003	2.641959e-001
2.033445474319422e-004	9.762265e-003	2.790752e-001
2.036445474319422e-004	1.250526e-002	3.013598e-001
2.039445474319422e-004	1.555952e-002	3.236030e-001
2.042445474319422e-004	1.891176e-002	3.458050e-001
2.045667549416647e-004	2.286579e-002	3.696043e-001
2.048889624513873e-004	2.709675e-002	3.933565e-001
2.052111699611098e-004	3.160464e-002	4.170617e-001
2.055333774708324e-004	3.638946e-002	4.407198e-001
2.058555849805549e-004	4.145121e-002	4.643309e-001
2.061777924902775e-004	4.678989e-002	4.878950e-001
2.065000000000000e-004	5.240551e-002	5.114120e-001
2.065700000000000e-004	5.365080e-002	5.161492e-001
2.067500000000000e-004	5.687992e-002	5.250567e-001
2.069000000000000e-004	5.957400e-002	5.291154e-001
2.070000000000000e-004	6.135830e-002	5.299811e-001
2.070300000000000e-004	6.188853e-002	5.299077e-001
2.077185714285715e-004	7.326300e-002	5.276600e-001
2.084071428571429e-004	8.367343e-002	5.254207e-001
2.090957142857143e-004	9.311983e-002	5.231900e-001
2.097842857142858e-004	1.016022e-001	5.209678e-001
2.104728571428573e-004	1.091205e-001	5.187542e-001
2.111614285714287e-004	1.156748e-001	5.165490e-001
2.118500000000001e-004	1.212650e-001	5.143524e-001
2.125642857142859e-004	1.263314e-001	5.120852e-001
2.132785714285716e-004	1.307944e-001	5.098278e-001
2.139928571428573e-004	1.346540e-001	5.075803e-001
2.147071428571431e-004	1.379102e-001	5.053428e-001
2.154214285714288e-004	1.405629e-001	5.031151e-001
2.161357142857145e-004	1.426122e-001	5.008972e-001
2.168500000000003e-004	1.440581e-001	4.986893e-001
2.175642857142860e-004	1.451005e-001	4.964911e-001
2.182785714285717e-004	1.458168e-001	4.943025e-001
2.189928571428574e-004	1.462071e-001	4.921235e-001
2.197071428571432e-004	1.462712e-001	4.899541e-001
2.204214285714289e-004	1.460093e-001	4.877942e-001
2.211357142857147e-004	1.454214e-001	4.856439e-001
2.218500000000004e-004	1.445073e-001	4.835032e-001
2.227642857142861e-004	1.430077e-001	4.807770e-001
2.236785714285719e-004	1.412774e-001	4.780659e-001
2.245928571428576e-004	1.393166e-001	4.753700e-001
2.255071428571433e-004	1.371252e-001	4.726892e-001
2.264214285714291e-004	1.347032e-001	4.700236e-001
2.273357142857148e-004	1.320506e-001	4.673732e-001
2.282500000000005e-004	1.291674e-001	4.647379e-001
2.295214285714291e-004	1.249726e-001	4.610981e-001
2.307928571428577e-004	1.207204e-001	4.574864e-001
2.320642857142863e-004	1.164109e-001	4.539025e-001
2.333357142857150e-004	1.120441e-001	4.503467e-001
2.346071428571436e-004	1.076199e-001	4.468188e-001
2.358785714285722e-004	1.031385e-001	4.433188e-001
2.371500000000008e-004	9.859963e-002	4.398469e-001
2.385500000000008e-004	9.373286e-002	4.360553e-001
2.399500000000008e-004	8.900019e-002	4.322958e-001
2.413500000000009e-004	8.440160e-002	4.285683e-001
2.427500000000009e-004	7.993710e-002	4.248727e-001
2.441500000000009e-004	7.560669e-002	4.212092e-001
2.455500000000010e-004	7.141036e-002	4.175776e-001
2.469500000000010e-004	6.734812e-002	4.139781e-001
2.484214285714296e-004	6.329096e-002	4.102284e-001
2.498928571428582e-004	5.941524e-002	4.065119e-001
2.513642857142868e-004	5.572096e-002	4.028286e-001
2.528357142857154e-004	5.220813e-002	3.991786e-001
2.543071428571440e-004	4.887675e-002	3.955617e-001
2.557785714285727e-004	4.572681e-002	3.919781e-001
2.572500000000012e-004	4.275831e-002	3.884277e-001
2.588642857142870e-004	3.970823e-002	3.845697e-001
2.604785714285727e-004	3.683190e-002	3.807491e-001
2.620928571428585e-004	3.412932e-002	3.769659e-001
2.637071428571443e-004	3.160048e-002	3.732200e-001
2.653214285714300e-004	2.924540e-002	3.695116e-001
2.669357142857157e-004	2.706406e-002	3.658406e-001
2.685500000000015e-004	2.505647e-002	3.622070e-001
2.704357142857158e-004	2.289745e-002	3.580084e-001
2.723214285714302e-004	2.089034e-002	3.538571e-001
2.742071428571445e-004	1.903512e-002	3.497532e-001
2.760928571428588e-004	1.733180e-002	3.456965e-001
2.779785714285732e-004	1.578039e-002	3.416872e-001
2.798642857142875e-004	1.438087e-002	3.377251e-001
2.817500000000018e-004	1.313326e-002	3.338104e-001
2.838785714285733e-004	1.185578e-002	3.294463e-001
2.860071428571448e-004	1.068193e-002	3.251375e-001
2.881357142857163e-004	9.611721e-003	3.208839e-001
2.902642857142878e-004	8.645148e-003	3.166856e-001
2.923928571428592e-004	7.782211e-003	3.125426e-001
2.945214285714307e-004	7.022910e-003	3.084548e-001
2.966500000000022e-004	6.367246e-003	3.044223e-001
2.972071428571451e-004	6.201464e-003	3.033751e-001
2.977642857142880e-004	6.040117e-003	3.023315e-001
2.983214285714308e-004	5.883207e-003	3.012914e-001
2.988785714285737e-004	5.730733e-003	3.002549e-001
2.994357142857165e-004	5.582696e-003	2.992220e-001
2.999928571428594e-004	5.439095e-003	2.981927e-001
3.005500000000023e-004	5.299930e-003	2.971669e-001
3.006500000000023e-004	5.275325e-003	2.969832e-001
3.031071428571452e-004	4.726747e-003	2.925064e-001
3.055642857142881e-004	4.228962e-003	2.880946e-001
3.080214285714311e-004	3.781968e-003	2.837479e-001
3.104785714285739e-004	3.385767e-003	2.794663e-001
3.129357142857169e-004	3.040357e-003	2.752497e-001
3.153928571428598e-004	2.745740e-003	2.710982e-001
3.178500000000027e-004	2.501914e-003	2.670117e-001
3.210214285714314e-004	2.227420e-003	2.618300e-001
3.241928571428600e-004	1.982776e-003	2.567442e-001
3.273642857142887e-004	1.767980e-003	2.517543e-001
3.305357142857173e-004	1.583033e-003	2.468604e-001
3.337071428571460e-004	1.427936e-003	2.420625e-001
3.368785714285746e-004	1.302687e-003	2.373605e-001
3.400500000000033e-004	1.207287e-003	2.327545e-001
3.449785714285748e-004	1.082653e-003	2.257814e-001
3.499071428571464e-004	9.738341e-004	2.190030e-001
3.548357142857179e-004	8.808301e-004	2.124191e-001
3.597642857142895e-004	8.036413e-004	2.060298e-001
3.646928571428610e-004	7.422675e-004	1.998352e-001
3.696214285714326e-004	6.967090e-004	1.938351e-001
3.745500000000041e-004	6.669655e-004	1.880297e-001
3.783142857142892e-004	6.419365e-004	1.837080e-001
3.820785714285744e-004	6.186575e-004	1.794804e-001
3.858428571428595e-004	5.971285e-004	1.753467e-001
3.896071428571447e-004	5.773494e-004	1.713071e-001
3.933714285714298e-004	5.593203e-004	1.673614e-001
3.971357142857149e-004	5.430411e-004	1.635098e-001
4.009000000000000e-004	5.285119e-004	1.597522e-001
4.009999999999907e-004	5.281194e-004	1.596534e-001
4.010000000000000e-004	5.281194e-004	1.596534e-001
4.010000000000186e-004	5.281194e-004	1.596534e-001
4.010000000000559e-004	5.281194e-004	1.596534e-001
4.010000097770494e-004	5.281193e-004	1.596534e-001
4.010228923064445e-004	5.278578e-004	1.596534e-001
4.010457748358396e-004	5.279722e-004	1.597365e-001
4.010686573652348e-004	5.284626e-004	1.599026e-001
4.010915398946298e-004	5.293289e-004	1.601518e-001
4.011144224240250e-004	5.305712e-004	1.604840e-001
4.011373049534201e-004	5.321894e-004	1.608992e-001
4.011601874828152e-004	5.341836e-004	1.613975e-001
4.012601874828152e-004	5.530282e-004	1.643281e-001
4.013601874828152e-004	5.880362e-004	1.684740e-001
4.014000000000001e-004	6.086896e-004	1.705180e-001
4.014203749656304e-004	6.224849e-004	1.717194e-001
4.014611248968910e-004	6.553305e-004	1.743384e-001
4.015000000000001e-004	6.904874e-004	1.769844e-001
4.015315018313769e-004	7.265987e-004	1.793288e-001
4.015630036627538e-004	7.672521e-004	1.816769e-001
4.015945054941307e-004	8.124476e-004	1.840286e-001
4.016260073255075e-004	8.621852e-004	1.863841e-001
4.016575091568844e-004	9.164649e-004	1.887431e-001
4.016890109882613e-004	9.752868e-004	1.911059e-001
4.017205128196382e-004	1.038651e-003	1.934723e-001
4.018205128196382e-004	1.263966e-003	2.009580e-001
4.019205128196382e-004	1.533866e-003	2.084391e-001
4.020205128196382e-004	1.847753e-003	2.159155e-001
4.021205128196382e-004	2.205034e-003	2.233873e-001
4.022205128196382e-004	2.605126e-003	2.308545e-001
4.023205128196382e-004	3.047448e-003	2.383171e-001
4.024205128196382e-004	3.531427e-003	2.457751e-001
4.025205128196382e-004	4.056494e-003	2.532285e-001
4.027205128196382e-004	5.227651e-003	2.681214e-001
4.029205128196382e-004	6.556485e-003	2.829959e-001
4.031205128196382e-004	8.038654e-003	2.978520e-001
4.033205128196382e-004	9.669903e-003	3.126897e-001
4.036205128196382e-004	1.238720e-002	3.349120e-001
4.039205128196382e-004	1.541684e-002	3.570930e-001
4.042205128196382e-004	1.874550e-002	3.792329e-001
4.045461538454042e-004	2.271974e-002	4.032183e-001
4.048717948711701e-004	2.697740e-002	4.271557e-001
4.051974358969361e-004	3.151849e-002	4.510452e-001
4.055230769227021e-004	3.634301e-002	4.748868e-001
4.058487179484681e-004	4.145095e-002	4.986806e-001
4.061743589742341e-004	4.684232e-002	5.224264e-001
4.065000000000000e-004	5.251711e-002	5.461243e-001
4.065700000000000e-004	5.376237e-002	5.508465e-001
4.067500000000000e-004	5.699138e-002	5.597153e-001
4.069000000000001e-004	5.968537e-002	5.637418e-001
4.070000000000000e-004	6.146960e-002	5.645862e-001
4.070300000000000e-004	6.199982e-002	5.645063e-001
4.077185714285715e-004	7.337387e-002	5.621115e-001
4.084071428571429e-004	8.378388e-002	5.597259e-001
4.090957142857143e-004	9.322985e-002	5.573494e-001
4.097842857142858e-004	1.017118e-001	5.549821e-001
4.104728571428572e-004	1.092297e-001	5.526239e-001
4.111614285714287e-004	1.157835e-001	5.502747e-001
4.118500000000001e-004	1.213733e-001	5.479348e-001
4.125642857142859e-004	1.264393e-001	5.455195e-001
4.132785714285716e-004	1.309018e-001	5.431148e-001
4.139928571428573e-004	1.347610e-001	5.407206e-001
4.147071428571431e-004	1.380167e-001	5.383369e-001
4.154214285714288e-004	1.406690e-001	5.359637e-001
4.161357142857145e-004	1.427179e-001	5.336011e-001
4.168500000000002e-004	1.441633e-001	5.312490e-001
4.175642857142860e-004	1.452053e-001	5.289073e-001
4.182785714285717e-004	1.459211e-001	5.265759e-001
4.189928571428574e-004	1.463109e-001	5.242546e-001
4.197071428571432e-004	1.463746e-001	5.219435e-001
4.204214285714289e-004	1.461123e-001	5.196426e-001
4.211357142857146e-004	1.455239e-001	5.173520e-001
4.218500000000004e-004	1.446094e-001	5.150715e-001
4.227642857142861e-004	1.431092e-001	5.121673e-001
4.236785714285718e-004	1.413784e-001	5.092791e-001
4.245928571428576e-004	1.394170e-001	5.064072e-001
4.255071428571433e-004	1.372251e-001	5.035514e-001
4.264214285714291e-004	1.348025e-001	5.007118e-001
4.273357142857148e-004	1.321493e-001	4.978883e-001
4.282500000000005e-004	1.292656e-001	4.950810e-001
4.295071428571434e-004	1.251201e-001	4.912470e-001
4.307642857142863e-004	1.209171e-001	4.874421e-001
4.320214285714292e-004	1.166567e-001	4.836664e-001
4.332785714285720e-004	1.123388e-001	4.799197e-001
4.345357142857149e-004	1.079635e-001	4.762023e-001
4.357928571428578e-004	1.035307e-001	4.725139e-001
4.370500000000007e-004	9.904049e-002	4.688547e-001
4.384500000000008e-004	9.416652e-002	4.648131e-001
4.398500000000008e-004	8.942566e-002	4.608056e-001
4.412500000000008e-004	8.481794e-002	4.568322e-001
4.426500000000009e-004	8.034334e-002	4.528930e-001
4.440500000000009e-004	7.600186e-002	4.489878e-001
4.454500000000009e-004	7.179351e-002	4.451168e-001
4.468500000000010e-004	6.771829e-002	4.412799e-001
4.483214285714296e-004	6.364763e-002	4.372829e-001
4.497928571428582e-004	5.975856e-002	4.333213e-001
4.512642857142868e-004	5.605110e-002	4.293951e-001
4.527357142857154e-004	5.252523e-002	4.255043e-001
4.542071428571440e-004	4.918097e-002	4.216489e-001
4.556785714285726e-004	4.601830e-002	4.178289e-001
4.571500000000012e-004	4.303724e-002	4.140444e-001
4.587642857142870e-004	3.997399e-002	4.099320e-001
4.603785714285727e-004	3.708502e-002	4.058594e-001
4.619928571428585e-004	3.437034e-002	4.018267e-001
4.636071428571442e-004	3.182994e-002	3.978338e-001
4.652214285714300e-004	2.946382e-002	3.938808e-001
4.668357142857157e-004	2.727199e-002	3.899677e-001
4.684500000000015e-004	2.525444e-002	3.860945e-001
4.703357142857158e-004	2.308455e-002	3.816190e-001
4.722214285714302e-004	2.106721e-002	3.771939e-001
4.741071428571445e-004	1.920240e-002	3.728193e-001
4.759928571428588e-004	1.749012e-002	3.684951e-001
4.778785714285731e-004	1.593039e-002	3.642214e-001
4.797642857142875e-004	1.452318e-002	3.599980e-001
4.816500000000018e-004	1.326852e-002	3.558251e-001
4.837928571428584e-004	1.197588e-002	3.511422e-001
4.859357142857149e-004	1.078855e-002	3.465190e-001
4.880785714285715e-004	9.706521e-003	3.419555e-001
4.902214285714280e-004	8.729805e-003	3.374516e-001
4.923642857142846e-004	7.858396e-003	3.330075e-001
4.945071428571411e-004	7.092294e-003	3.286230e-001
4.966499999999977e-004	6.431500e-003	3.242982e-001
4.972499999999974e-004	6.252977e-003	3.230970e-001
4.978499999999971e-004	6.079562e-003	3.219002e-001
4.984499999999968e-004	5.911255e-003	3.207078e-001
4.990499999999964e-004	5.748056e-003	3.195198e-001
4.996499999999961e-004	5.589964e-003	3.183363e-001
5.002499999999958e-004	5.436981e-003	3.171571e-001
5.008499999999955e-004	5.289106e-003	3.159823e-001
5.009499999999955e-004	5.264846e-003	3.157870e-001
5.034214285714227e-004	4.721155e-003	3.109993e-001
5.058928571428501e-004	4.227941e-003	3.062815e-001
5.083642857142773e-004	3.785205e-003	3.016337e-001
5.108357142857047e-004	3.392948e-003	2.970559e-001
5.133071428571319e-004	3.051167e-003	2.925481e-001
5.157785714285593e-004	2.759865e-003	2.881102e-001
5.182499999999865e-004	2.519041e-003	2.837422e-001
5.214499999999848e-004	2.247176e-003	2.781868e-001
5.246499999999832e-004	2.004920e-003	2.727350e-001
5.278499999999815e-004	1.792274e-003	2.673871e-001
5.310499999999799e-004	1.609236e-003	2.621429e-001
5.342499999999782e-004	1.455808e-003	2.570024e-001
5.374499999999766e-004	1.331989e-003	2.519657e-001
5.406499999999749e-004	1.237779e-003	2.470328e-001
5.456642857142580e-004	1.113642e-003	2.395057e-001
5.506785714285412e-004	1.005169e-003	2.321921e-001
5.556928571428243e-004	9.123597e-004	2.250919e-001
5.607071428571074e-004	8.352146e-004	2.182051e-001
5.657214285713906e-004	7.737334e-004	2.115317e-001
5.707357142856736e-004	7.279162e-004	2.050717e-001
5.757499999999567e-004	6.977629e-004	1.988251e-001
5.793571428571058e-004	6.736374e-004	1.944435e-001
5.829642857142548e-004	6.510799e-004	1.901535e-001
5.865714285714039e-004	6.300904e-004	1.859551e-001
5.901785714285528e-004	6.106689e-004	1.818483e-001
5.937857142857019e-004	5.928154e-004	1.778330e-001
5.973928571428509e-004	5.765300e-004	1.739093e-001
6.010000000000000e-004	5.618125e-004	1.700773e-001
6.010099999999999e-004	5.617737e-004	1.700743e-001
6.010299999999999e-004	5.617316e-004	1.701045e-001
6.010699999999999e-004	5.621997e-004	1.703690e-001
6.011499999999998e-004	5.669896e-004	1.716134e-001
6.012499999999998e-004	5.841479e-004	1.743831e-001
6.013499999999997e-004	6.174555e-004	1.784065e-001
6.014000000000001e-004	6.464231e-004	1.810826e-001
6.015000000000000e-004	7.249897e-004	1.873836e-001
6.015700000000000e-004	8.117395e-004	1.925934e-001
6.016499999999999e-004	9.393273e-004	1.985808e-001
6.017499999999999e-004	1.135147e-003	2.060632e-001
6.018499999999998e-004	1.373683e-003	2.135411e-001
6.019499999999998e-004	1.656625e-003	2.210144e-001
6.020499999999997e-004	1.983379e-003	2.284831e-001
6.021499999999997e-004	2.353354e-003	2.359471e-001
6.022499999999996e-004	2.765968e-003	2.434066e-001
6.023499999999995e-004	3.220641e-003	2.508614e-001
6.024499999999995e-004	3.716803e-003	2.583116e-001
6.026499999999994e-004	4.831330e-003	2.731982e-001
6.027499999999993e-004	5.448580e-003	2.806347e-001
6.029499999999992e-004	6.800305e-003	2.954937e-001
6.031499999999991e-004	8.304731e-003	3.103344e-001
6.033499999999990e-004	9.957613e-003	3.251567e-001
6.036499999999989e-004	1.270622e-002	3.473558e-001
6.039499999999987e-004	1.576584e-002	3.695138e-001
6.042499999999986e-004	1.912321e-002	3.916306e-001
6.045714285714273e-004	2.307234e-002	4.152814e-001
6.048928571428561e-004	2.729695e-002	4.388855e-001
6.052142857142849e-004	3.179701e-002	4.624430e-001
6.055357142857137e-004	3.657255e-002	4.859539e-001
6.058571428571425e-004	4.162354e-002	5.094182e-001
6.061785714285713e-004	4.695000e-002	5.328358e-001
6.065000000000001e-004	5.255193e-002	5.562068e-001
6.065700000000000e-004	5.379718e-002	5.609246e-001
6.067499999999999e-004	5.702618e-002	5.697822e-001
6.069000000000001e-004	5.972016e-002	5.737994e-001
6.070000000000000e-004	6.150439e-002	5.746375e-001
6.070300000000001e-004	6.203460e-002	5.745558e-001
6.077185714285712e-004	7.340859e-002	5.721184e-001
6.084071428571422e-004	8.381853e-002	5.696902e-001
6.090957142857133e-004	9.326442e-002	5.672714e-001
6.097842857142843e-004	1.017463e-001	5.648618e-001
6.104728571428554e-004	1.092641e-001	5.624616e-001
6.111614285714264e-004	1.158178e-001	5.600707e-001
6.118499999999976e-004	1.214075e-001	5.576891e-001
6.125642857142829e-004	1.264733e-001	5.552308e-001
6.132785714285683e-004	1.309358e-001	5.527833e-001
6.139928571428536e-004	1.347948e-001	5.503465e-001
6.147071428571389e-004	1.380503e-001	5.479204e-001
6.154214285714242e-004	1.407025e-001	5.455050e-001
6.161357142857097e-004	1.427512e-001	5.431003e-001
6.168499999999950e-004	1.441965e-001	5.407064e-001
6.175642857142803e-004	1.452383e-001	5.383230e-001
6.182785714285657e-004	1.459540e-001	5.359499e-001
6.189928571428510e-004	1.463436e-001	5.335873e-001
6.197071428571363e-004	1.464072e-001	5.312351e-001
6.204214285714216e-004	1.461447e-001	5.288933e-001
6.211357142857071e-004	1.455561e-001	5.265618e-001
6.218499999999924e-004	1.446415e-001	5.242408e-001
6.227642857142776e-004	1.431410e-001	5.212849e-001
6.236785714285629e-004	1.414100e-001	5.183454e-001
6.245928571428481e-004	1.394484e-001	5.154223e-001
6.255071428571333e-004	1.372562e-001	5.125157e-001
6.264214285714185e-004	1.348334e-001	5.096255e-001
6.273357142857039e-004	1.321801e-001	5.067517e-001
6.282499999999891e-004	1.292961e-001	5.038944e-001
6.295071428571313e-004	1.251503e-001	4.999921e-001
6.307642857142734e-004	1.209470e-001	4.961195e-001
6.320214285714156e-004	1.166863e-001	4.922766e-001
6.332785714285579e-004	1.123681e-001	4.884633e-001
6.345357142857001e-004	1.079925e-001	4.846796e-001
6.357928571428423e-004	1.035595e-001	4.809256e-001
6.370499999999845e-004	9.906894e-002	4.772012e-001
6.384499999999838e-004	9.419465e-002	4.730877e-001
6.398499999999831e-004	8.945348e-002	4.690089e-001
6.412499999999823e-004	8.484545e-002	4.649648e-001
6.426499999999816e-004	8.037055e-002	4.609554e-001
6.440499999999809e-004	7.602879e-002	4.569807e-001
6.454499999999802e-004	7.182015e-002	4.530408e-001
6.468499999999794e-004	6.774465e-002	4.491355e-001
6.483214285714072e-004	6.367369e-002	4.450674e-001
6.497928571428351e-004	5.978434e-002	4.410352e-001
6.512642857142628e-004	5.607659e-002	4.370392e-001
6.527357142856907e-004	5.255045e-002	4.330791e-001
6.542071428571185e-004	4.920591e-002	4.291551e-001
6.556785714285463e-004	4.604298e-002	4.252671e-001
6.571499999999741e-004	4.306165e-002	4.214152e-001
6.587642857142589e-004	3.999812e-002	4.172296e-001
6.603785714285439e-004	3.710888e-002	4.130845e-001
6.619928571428288e-004	3.439392e-002	4.089800e-001
6.636071428571136e-004	3.185326e-002	4.049161e-001
6.652214285713984e-004	2.948688e-002	4.008927e-001
6.668357142856834e-004	2.729479e-002	3.969099e-001
6.684499999999682e-004	2.527699e-002	3.929677e-001
6.703357142856816e-004	2.310682e-002	3.884126e-001
6.722214285713948e-004	2.108919e-002	3.839087e-001
6.741071428571082e-004	1.922410e-002	3.794562e-001
6.759928571428215e-004	1.751155e-002	3.750551e-001
6.778785714285348e-004	1.595155e-002	3.707052e-001
6.797642857142481e-004	1.454408e-002	3.664067e-001
6.816499999999614e-004	1.328916e-002	3.621595e-001
6.837928571428175e-004	1.199623e-002	3.573932e-001
6.859357142856735e-004	1.080862e-002	3.526877e-001
