time	V(out)
3.059864285714201e-003	3.732166e-002
3.060349999999914e-003	3.647144e-002
3.060449999999914e-003	3.629840e-002
3.062078571428483e-003	3.360233e-002
3.063707142857052e-003	3.106586e-002
3.065335714285621e-003	2.868900e-002
3.066964285714189e-003	2.647174e-002
3.068592857142758e-003	2.441408e-002
3.070221428571327e-003	2.251602e-002
3.071849999999896e-003	2.077756e-002
3.073778571428465e-003	1.888852e-002
3.075707142857033e-003	1.713728e-002
3.077635714285601e-003	1.552384e-002
3.079564285714169e-003	1.404820e-002
3.081492857142738e-003	1.271037e-002
3.083421428571306e-003	1.151033e-002
3.085349999999874e-003	1.044810e-002
3.087478571428443e-003	9.385669e-003
3.089607142857010e-003	8.410658e-003
3.091735714285579e-003	7.523065e-003
3.093864285714146e-003	6.722890e-003
3.095992857142715e-003	6.010134e-003
3.098121428571282e-003	5.384796e-003
3.100249999999851e-003	4.846877e-003
3.102621428571275e-003	4.309467e-003
3.104992857142700e-003	3.821164e-003
3.107364285714125e-003	3.381970e-003
3.109735714285550e-003	2.991885e-003
3.112107142856974e-003	2.650908e-003
3.114478571428399e-003	2.359039e-003
3.116849999999824e-003	2.116279e-003
3.119849999999819e-003	1.847833e-003
3.122849999999814e-003	1.608412e-003
3.125849999999810e-003	1.398015e-003
3.128849999999805e-003	1.216642e-003
3.131849999999800e-003	1.064294e-003
3.134849999999795e-003	9.409698e-004
3.137849999999790e-003	8.466701e-004
3.141407142856927e-003	7.482870e-004
3.144964285714065e-003	6.614268e-004
3.148521428571202e-003	5.860896e-004
3.152078571428339e-003	5.222754e-004
3.155635714285476e-003	4.699842e-004
3.159192857142613e-003	4.292160e-004
3.162749999999750e-003	3.999708e-004
3.162849999999750e-003	3.990860e-004
3.171535714285451e-003	3.466690e-004
3.180221428571151e-003	3.020023e-004
3.188907142856851e-003	2.650860e-004
3.197592857142552e-003	2.359201e-004
3.206278571428252e-003	2.145045e-004
3.214964285713952e-003	2.008393e-004
3.223649999999653e-003	1.949244e-004
3.229578571428215e-003	1.872374e-004
3.235507142856777e-003	1.799095e-004
3.241435714285339e-003	1.729408e-004
3.247364285713900e-003	1.663311e-004
3.253292857142463e-003	1.600805e-004
3.259221428571024e-003	1.541891e-004
3.265149999999586e-003	1.486568e-004
3.265249999999586e-003	1.485635e-004
3.279864285713848e-003	1.358608e-004
3.294478571428111e-003	1.240692e-004
3.309092857142373e-003	1.131890e-004
3.323707142856635e-003	1.032199e-004
3.338321428570898e-003	9.416204e-005
3.352935714285160e-003	8.601543e-005
3.367549999999422e-003	7.878005e-005
3.367649999999422e-003	7.873134e-005
3.382264285713684e-003	7.203790e-005
3.396878571427947e-003	6.581779e-005
3.411492857142209e-003	6.007100e-005
3.426107142856471e-003	5.479753e-005
3.440721428570734e-003	4.999739e-005
3.455335714284996e-003	4.567057e-005
3.469949999999258e-003	4.181707e-005
3.470049999999258e-003	4.179122e-005
3.484664285713520e-003	3.823835e-005
3.499278571427783e-003	3.493672e-005
3.513892857142045e-003	3.188631e-005
3.528507142856307e-003	2.908713e-005
3.543121428570569e-003	2.653918e-005
3.557735714284832e-003	2.424245e-005
3.572349999999094e-003	2.219695e-005
3.572449999999094e-003	2.218323e-005
3.587064285713356e-003	2.029733e-005
3.601678571427619e-003	1.854479e-005
3.616292857141881e-003	1.692560e-005
3.630907142856143e-003	1.543976e-005
3.645521428570405e-003	1.408728e-005
3.660135714284668e-003	1.286815e-005
3.674749999998930e-003	1.178238e-005
3.674849999998930e-003	1.177509e-005
3.689464285713192e-003	1.077404e-005
3.704078571427455e-003	9.843771e-006
3.718692857141717e-003	8.984288e-006
3.733307142855979e-003	8.195591e-006
3.747921428570241e-003	7.477680e-006
3.762535714284504e-003	6.830554e-006
3.777149999998766e-003	6.254214e-006
3.777249999998766e-003	6.250347e-006
3.791864285713028e-003	5.718976e-006
3.806478571427291e-003	5.225180e-006
3.821092857141553e-003	4.768957e-006
3.835707142855815e-003	4.350308e-006
3.850321428570077e-003	3.969233e-006
3.864935714284340e-003	3.625732e-006
3.879549999998602e-003	3.319804e-006
3.879649999998602e-003	3.317751e-006
3.894264285712911e-003	3.035694e-006
3.908878571427220e-003	2.773582e-006
3.923492857141529e-003	2.531414e-006
3.938107142855839e-003	2.309190e-006
3.952721428570148e-003	2.106911e-006
3.967335714284457e-003	1.924577e-006
3.981949999998766e-003	1.762188e-006
3.982049999998767e-003	1.761098e-006
4.001000000000000e-003	1.566323e-006
4.001010000000000e-003	1.568612e-006
4.001030000000000e-003	1.598346e-006
4.001062314704167e-003	1.788552e-006
4.001095176810220e-003	2.584975e-006
4.001160901022326e-003	7.347697e-006
4.001243526682326e-003	2.103093e-005
4.001321612750391e-003	4.613516e-005
4.001402266006567e-003	8.463101e-005
4.001427402072517e-003	1.020606e-004
4.001460916827117e-003	1.297627e-004
4.001500000000000e-003	1.655353e-004
4.001531593976562e-003	2.019029e-004
4.001563187953125e-003	2.428358e-004
4.001594781929688e-003	2.883340e-004
4.001626375906249e-003	3.383974e-004
4.001657969882812e-003	3.930261e-004
4.001689563859374e-003	4.522200e-004
4.001721157835937e-003	5.159792e-004
4.001821157835937e-003	7.420214e-004
4.001921157835937e-003	1.012643e-003
4.002021157835938e-003	1.327245e-003
4.002121157835938e-003	1.685238e-003
4.002221157835938e-003	2.086036e-003
4.002321157835938e-003	2.529059e-003
4.002421157835939e-003	3.013734e-003
4.002521157835939e-003	3.539492e-003
4.002721157835940e-003	4.712014e-003
4.002921157835940e-003	6.042195e-003
4.003121157835941e-003	7.525693e-003
4.003321157835941e-003	9.158248e-003
4.003521157835942e-003	1.093569e-002
4.003821157835943e-003	1.386461e-002
4.004121157835943e-003	1.709691e-002
4.004421157835944e-003	2.061954e-002
4.004718135287952e-003	2.440866e-002
4.005015112739960e-003	2.842963e-002
4.005312090191968e-003	3.268244e-002
4.005609067643977e-003	3.716709e-002
4.005906045095984e-003	4.188359e-002
4.006203022547993e-003	4.683193e-002
4.006500000000001e-003	5.201212e-002
4.006570000000000e-003	5.325760e-002
4.006750000000001e-003	5.648722e-002
4.006899999999999e-003	5.918171e-002
4.007000000000000e-003	6.096626e-002
4.007029999999999e-003	6.149657e-002
4.007718571428572e-003	7.287277e-002
4.008407142857144e-003	8.328472e-002
4.009095714285716e-003	9.273240e-002
4.009784285714290e-003	1.012158e-001
4.010472857142862e-003	1.087350e-001
4.011161428571435e-003	1.152899e-001
4.011850000000007e-003	1.208805e-001
4.012564285714295e-003	1.259470e-001
4.013278571428582e-003	1.304099e-001
4.013992857142870e-003	1.342691e-001
4.014707142857158e-003	1.375246e-001
4.015421428571446e-003	1.401765e-001
4.016135714285733e-003	1.422247e-001
4.016850000000021e-003	1.436693e-001
4.017564285714309e-003	1.447100e-001
4.018278571428596e-003	1.454246e-001
4.018992857142884e-003	1.458128e-001
4.019707142857171e-003	1.458748e-001
4.020421428571459e-003	1.456106e-001
4.021135714285746e-003	1.450201e-001
4.021850000000034e-003	1.441033e-001
4.022764285714323e-003	1.425999e-001
4.023678571428610e-003	1.408658e-001
4.024592857142899e-003	1.389009e-001
4.025507142857187e-003	1.367053e-001
4.026421428571476e-003	1.342789e-001
4.027335714285763e-003	1.316217e-001
4.028250000000052e-003	1.287338e-001
4.029521428571484e-003	1.245323e-001
4.030792857142916e-003	1.202734e-001
4.032064285714348e-003	1.159572e-001
4.033335714285780e-003	1.115836e-001
4.034607142857212e-003	1.071528e-001
4.035878571428644e-003	1.026646e-001
4.037150000000076e-003	9.811904e-002
4.038535714285794e-003	9.329487e-002
4.039921428571513e-003	8.860194e-002
4.041307142857230e-003	8.404025e-002
4.042692857142948e-003	7.960979e-002
4.044078571428666e-003	7.531056e-002
4.045464285714385e-003	7.114257e-002
4.046850000000103e-003	6.710582e-002
4.048292857142964e-003	6.310750e-002
4.049735714285825e-003	5.928434e-002
4.051178571428686e-003	5.563635e-002
4.052621428571547e-003	5.216353e-002
4.054064285714408e-003	4.886588e-002
4.055507142857269e-003	4.574340e-002
4.056950000000130e-003	4.279608e-002
4.058521428571564e-003	3.978409e-002
4.060092857142996e-003	3.693940e-002
4.061664285714429e-003	3.426200e-002
4.063235714285862e-003	3.175189e-002
4.064807142857295e-003	2.940908e-002
4.066378571428727e-003	2.723356e-002
4.067950000000160e-003	2.522533e-002
4.069764285714451e-003	2.308410e-002
4.071578571428741e-003	2.108879e-002
4.073392857143032e-003	1.923938e-002
4.075207142857323e-003	1.753588e-002
4.077021428571614e-003	1.597829e-002
4.078835714285904e-003	1.456661e-002
4.080650000000195e-003	1.330083e-002
4.082750000000201e-003	1.194311e-002
4.084850000000207e-003	1.074581e-002
4.086950000000212e-003	9.645386e-003
4.089050000000218e-003	8.641837e-003
4.091150000000224e-003	7.735164e-003
4.093250000000230e-003	6.925368e-003
4.095350000000235e-003	6.212448e-003
4.097450000000241e-003	5.596404e-003
4.099764285714533e-003	4.986145e-003
4.102078571428825e-003	4.430494e-003
4.104392857143117e-003	3.929449e-003
4.106707142857409e-003	3.483011e-003
4.109021428571702e-003	3.091180e-003
4.111335714285993e-003	2.753957e-003
4.113650000000285e-003	2.471339e-003
4.116492857143150e-003	2.165971e-003
4.119335714286015e-003	1.892482e-003
4.122178571428880e-003	1.650871e-003
4.125021428571745e-003	1.441138e-003
4.127864285714610e-003	1.263284e-003
4.130707142857475e-003	1.117309e-003
4.133550000000340e-003	1.003212e-003
4.137664285714637e-003	8.639433e-004
4.141778571428933e-003	7.425426e-004
4.145892857143231e-003	6.390095e-004
4.150007142857528e-003	5.533441e-004
4.154121428571825e-003	4.855462e-004
4.158235714286121e-003	4.356159e-004
4.162350000000419e-003	4.035533e-004
4.165592857143284e-003	3.776441e-004
4.168835714286150e-003	3.542676e-004
4.172078571429016e-003	3.334240e-004
4.175321428571883e-003	3.151133e-004
4.178564285714749e-003	2.993354e-004
4.181807142857615e-003	2.860903e-004
4.185050000000481e-003	2.753780e-004
4.185150000000481e-003	2.750371e-004
4.199764285714807e-003	2.422021e-004
4.214378571429132e-003	2.133748e-004
4.228992857143458e-003	1.885552e-004
4.243607142857784e-003	1.677433e-004
4.258221428572110e-003	1.509392e-004
4.272835714286435e-003	1.381428e-004
4.287450000000761e-003	1.293540e-004
4.287550000000761e-003	1.292737e-004
4.302164285715087e-003	1.182652e-004
4.316778571429412e-003	1.080383e-004
4.331392857143738e-003	9.859318e-005
4.346007142858064e-003	8.992979e-005
4.360621428572390e-003	8.204812e-005
4.375235714286715e-003	7.494818e-005
4.389850000001041e-003	6.862996e-005
4.389950000001041e-003	6.858753e-005
4.404564285715367e-003	6.275656e-005
4.419178571429692e-003	5.733791e-005
4.433792857144018e-003	5.233158e-005
4.448407142858344e-003	4.773757e-005
4.463021428572670e-003	4.355588e-005
4.477635714286995e-003	3.978651e-005
4.492250000001321e-003	3.642946e-005
4.492350000001321e-003	3.640694e-005
4.506964285715647e-003	3.331182e-005
4.521578571429972e-003	3.043556e-005
4.536192857144298e-003	2.777816e-005
4.550807142858624e-003	2.533962e-005
4.565421428572950e-003	2.311994e-005
4.580035714287275e-003	2.111911e-005
4.594650000001601e-003	1.933715e-005
4.594750000001601e-003	1.932519e-005
4.609364285715927e-003	1.768227e-005
4.623978571430252e-003	1.615552e-005
4.638592857144578e-003	1.474495e-005
4.653207142858904e-003	1.345054e-005
4.667821428573230e-003	1.227231e-005
4.682435714287555e-003	1.121025e-005
4.697050000001881e-003	1.026437e-005
4.697150000001881e-003	1.025802e-005
4.711764285716207e-003	9.385940e-006
4.726378571430532e-003	8.575525e-006
4.740992857144858e-003	7.826776e-006
4.755607142859184e-003	7.139692e-006
4.770221428573510e-003	6.514275e-006
4.784835714287835e-003	5.950523e-006
4.799450000002161e-003	5.448437e-006
4.799550000002161e-003	5.445068e-006
4.814164285716487e-003	4.982158e-006
4.828778571430812e-003	4.551981e-006
4.843392857145138e-003	4.154537e-006
4.858007142859464e-003	3.789825e-006
4.872621428573790e-003	3.457847e-006
4.887235714288115e-003	3.158601e-006
4.901850000002441e-003	2.892089e-006
4.901950000002441e-003	2.890300e-006
4.915935714288193e-003	2.654405e-006
4.929921428573947e-003	2.434628e-006
4.943907142859699e-003	2.230968e-006
4.957892857145451e-003	2.043425e-006
4.971878571431204e-003	1.872000e-006
4.985864285716957e-003	1.716693e-006
4.999850000002709e-003	1.577503e-006
4.999950000002709e-003	1.576528e-006
5.000000000000000e-003	1.576041e-006
