time	V(in)	V(out)
4.388595040431273e-003	1.705263e-009	4.157099e-002
4.403209326145599e-003	1.559060e-009	3.800685e-002
4.417823611859924e-003	1.423269e-009	3.469654e-002
4.432437897574250e-003	1.297890e-009	3.164004e-002
4.447052183288576e-003	1.182923e-009	2.883735e-002
4.461666469002902e-003	1.078367e-009	2.628848e-002
4.476280754717227e-003	9.842224e-010	2.399343e-002
4.490895040431553e-003	9.004898e-010	2.195219e-002
4.490995040431553e-003	8.999279e-010	2.193849e-002
4.505609326145879e-003	8.227716e-010	2.005757e-002
4.520223611860204e-003	7.511099e-010	1.831060e-002
4.534837897574530e-003	6.849429e-010	1.669758e-002
4.549452183288856e-003	6.242704e-010	1.521850e-002
4.564066469003182e-003	5.690925e-010	1.387337e-002
4.578680754717507e-003	5.194093e-010	1.266219e-002
4.593295040431833e-003	4.752206e-010	1.158495e-002
4.593395040431833e-003	4.749240e-010	1.157773e-002
4.608009326146159e-003	4.342059e-010	1.058510e-002
4.622623611860484e-003	3.963875e-010	9.663157e-003
4.637237897574810e-003	3.614688e-010	8.811907e-003
4.651852183289136e-003	3.294498e-010	8.031345e-003
4.666466469003462e-003	3.003304e-010	7.321472e-003
4.681080754717787e-003	2.741108e-010	6.682288e-003
4.695695040432113e-003	2.507909e-010	6.113794e-003
4.695795040432113e-003	2.506344e-010	6.109979e-003
4.710409326146439e-003	2.291460e-010	5.586133e-003
4.725023611860764e-003	2.091878e-010	5.099593e-003
4.739637897575090e-003	1.907600e-010	4.650358e-003
4.754252183289416e-003	1.738624e-010	4.238427e-003
4.768866469003742e-003	1.584951e-010	3.863802e-003
4.783480754718067e-003	1.446580e-010	3.526482e-003
4.798095040432393e-003	1.323513e-010	3.226467e-003
4.798195040432393e-003	1.322687e-010	3.224454e-003
4.812809326146719e-003	1.209285e-010	2.948002e-003
4.827423611861044e-003	1.103959e-010	2.691237e-003
4.842037897575370e-003	1.006708e-010	2.454159e-003
4.856652183289696e-003	9.175339e-011	2.236769e-003
4.871266469004022e-003	8.364351e-011	2.039066e-003
4.885880754718347e-003	7.634121e-011	1.861050e-003
4.900495040432673e-003	6.984649e-011	1.702722e-003
4.900595040432674e-003	6.980291e-011	1.701659e-003
4.914780754718426e-003	6.398106e-011	1.559734e-003
4.928966469004180e-003	5.856431e-011	1.427684e-003
4.943152183289933e-003	5.355267e-011	1.305510e-003
4.957337897575686e-003	4.894614e-011	1.193212e-003
4.971523611861439e-003	4.474472e-011	1.090789e-003
4.985709326147192e-003	4.094841e-011	9.982428e-004
4.999895040432945e-003	3.755721e-011	9.155719e-004
4.999995040432945e-003	3.753378e-011	9.150006e-004
5.000000000000000e-003	3.753262e-011	9.149722e-004
