time	V(in)	V(out)
3.557112658483862e-003	5.942591e-010	1.448688e-002
3.571726944198124e-003	5.437026e-010	1.325441e-002
3.571826944198124e-003	5.433634e-010	1.324614e-002
3.586441229912386e-003	4.967775e-010	1.211047e-002
3.601055515626648e-003	4.535092e-010	1.105567e-002
3.615669801340911e-003	4.135585e-010	1.008175e-002
3.630284087055173e-003	3.769254e-010	9.188708e-003
3.644898372769435e-003	3.436098e-010	8.376539e-003
3.659512658483697e-003	3.136117e-010	7.645245e-003
3.674126944197960e-003	2.869313e-010	6.994827e-003
3.674226944197960e-003	2.867522e-010	6.990462e-003
3.688841229912222e-003	2.621672e-010	6.391127e-003
3.703455515626484e-003	2.393330e-010	5.834474e-003
3.718069801340746e-003	2.182496e-010	5.320501e-003
3.732684087055009e-003	1.989170e-010	4.849209e-003
3.747298372769271e-003	1.813351e-010	4.420598e-003
3.761912658483533e-003	1.655041e-010	4.034668e-003
3.776526944197796e-003	1.514239e-010	3.691419e-003
3.776626944197795e-003	1.513294e-010	3.689116e-003
3.791241229912058e-003	1.383550e-010	3.372826e-003
3.805855515626320e-003	1.263046e-010	3.079060e-003
3.820469801340582e-003	1.151781e-010	2.807818e-003
3.835084087054845e-003	1.049756e-010	2.559100e-003
3.849698372769107e-003	9.569702e-011	2.332907e-003
3.864312658483369e-003	8.734242e-011	2.129238e-003
3.878926944197632e-003	7.991177e-011	1.948094e-003
3.879026944197631e-003	7.986191e-011	1.946878e-003
3.893641229911940e-003	7.301486e-011	1.779960e-003
3.908255515626249e-003	6.665542e-011	1.624930e-003
3.922869801340558e-003	6.078359e-011	1.481786e-003
3.937484087054867e-003	5.539936e-011	1.350529e-003
3.952098372769175e-003	5.050273e-011	1.231158e-003
3.966712658483485e-003	4.609371e-011	1.123675e-003
3.981326944197793e-003	4.217229e-011	1.028079e-003
3.981426944197794e-003	4.214598e-011	1.027437e-003
4.001000000000000e-003	3.729908e-011	9.092787e-004
4.001030000000000e-003	-5.997503e-002	9.674493e-004
4.001061687994967e-003	-1.233247e-001	1.149632e-003
4.001093938752418e-003	-1.877993e-001	1.526802e-003
4.001158440267319e-003	-3.167487e-001	2.890884e-003
4.001258440267319e-003	-5.166655e-001	6.238604e-003
4.001358440267319e-003	-7.165824e-001	1.085749e-002
4.001400000000000e-003	-7.996672e-001	1.322303e-002
4.001416880534639e-003	-8.334143e-001	1.431851e-002
4.001450641603918e-003	-9.009083e-001	1.670774e-002
4.001500000000000e-003	-9.995840e-001	2.040553e-002
