time	V(in)	V(out)	abs(V(out)/V(in))
1.528647141098408e-002	6.413975e-002	-6.415550e-001	1.000245e+001
1.532418703949011e-002	5.806223e-002	-5.809389e-001	1.000545e+001
1.538413037469344e-002	4.206640e-002	-4.211854e-001	1.001239e+001
1.547377902178687e-002	1.008178e-002	-1.014965e-001	1.006732e+001
1.557406767066735e-002	-2.842250e-002	2.835930e-001	9.977765e+000
1.563253453888379e-002	-4.814880e-002	4.809968e-001	9.989799e+000
1.566945938349059e-002	-5.756978e-002	5.753382e-001	9.993754e+000
1.569516289532728e-002	-6.223058e-002	6.220517e-001	9.995917e+000
1.571396935313087e-002	-6.454562e-002	6.452842e-001	9.997336e+000
1.572985853421364e-002	-6.574213e-002	6.573210e-001	9.998475e+000
1.574513709872747e-002	-6.621946e-002	6.621642e-001	9.999541e+000
1.576319207431524e-002	-6.592903e-002	6.593426e-001	1.000079e+001
1.578647141098408e-002	-6.413975e-002	6.415550e-001	1.000245e+001
1.582418703949012e-002	-5.806223e-002	5.809389e-001	1.000545e+001
1.588413037469345e-002	-4.206640e-002	4.211854e-001	1.001239e+001
1.597377902178688e-002	-1.008178e-002	1.014965e-001	1.006732e+001
1.607406767066736e-002	2.842250e-002	-2.835930e-001	9.977765e+000
1.613253453888379e-002	4.814880e-002	-4.809968e-001	9.989799e+000
1.616945938349059e-002	5.756978e-002	-5.753382e-001	9.993754e+000
1.619516289532728e-002	6.223058e-002	-6.220517e-001	9.995917e+000
1.621396935313087e-002	6.454562e-002	-6.452842e-001	9.997336e+000
1.622985853421365e-002	6.574213e-002	-6.573210e-001	9.998475e+000
1.624513709872747e-002	6.621946e-002	-6.621642e-001	9.999541e+000
1.626319207431524e-002	6.592903e-002	-6.593426e-001	1.000079e+001
1.628647141098408e-002	6.413975e-002	-6.415550e-001	1.000245e+001
1.632418703949011e-002	5.806223e-002	-5.809389e-001	1.000545e+001
1.638413037469343e-002	4.206640e-002	-4.211854e-001	1.001239e+001
1.647377902178685e-002	1.008178e-002	-1.014965e-001	1.006732e+001
1.657406767066734e-002	-2.842250e-002	2.835930e-001	9.977765e+000
1.663253453888378e-002	-4.814880e-002	4.809968e-001	9.989799e+000
1.666945938349059e-002	-5.756978e-002	5.753382e-001	9.993754e+000
1.669516289532727e-002	-6.223058e-002	6.220517e-001	9.995917e+000
1.671396935313086e-002	-6.454562e-002	6.452842e-001	9.997336e+000
1.672985853421364e-002	-6.574213e-002	6.573210e-001	9.998475e+000
1.674513709872747e-002	-6.621946e-002	6.621642e-001	9.999541e+000
1.676319207431524e-002	-6.592903e-002	6.593426e-001	1.000079e+001
1.678647141098408e-002	-6.413975e-002	6.415550e-001	1.000245e+001
1.682418703949011e-002	-5.806223e-002	5.809389e-001	1.000545e+001
1.688413037469343e-002	-4.206640e-002	4.211854e-001	1.001239e+001
1.697377902178685e-002	-1.008178e-002	1.014965e-001	1.006732e+001
1.707406767066734e-002	2.842250e-002	-2.835930e-001	9.977765e+000
1.713253453888378e-002	4.814880e-002	-4.809968e-001	9.989799e+000
1.716945938349059e-002	5.756978e-002	-5.753382e-001	9.993754e+000
1.719516289532727e-002	6.223058e-002	-6.220517e-001	9.995917e+000
1.721396935313086e-002	6.454562e-002	-6.452842e-001	9.997336e+000
1.722985853421364e-002	6.574213e-002	-6.573210e-001	9.998475e+000
1.724513709872747e-002	6.621946e-002	-6.621642e-001	9.999541e+000
1.726319207431524e-002	6.592903e-002	-6.593426e-001	1.000079e+001
1.728647141098408e-002	6.413975e-002	-6.415550e-001	1.000245e+001
1.732418703949011e-002	5.806223e-002	-5.809389e-001	1.000545e+001
1.738413037469343e-002	4.206640e-002	-4.211854e-001	1.001239e+001
1.747377902178685e-002	1.008178e-002	-1.014965e-001	1.006732e+001
1.757406767066734e-002	-2.842250e-002	2.835930e-001	9.977765e+000
1.763253453888378e-002	-4.814880e-002	4.809968e-001	9.989799e+000
1.766945938349059e-002	-5.756978e-002	5.753382e-001	9.993754e+000
1.769516289532728e-002	-6.223058e-002	6.220517e-001	9.995917e+000
1.771396935313086e-002	-6.454562e-002	6.452842e-001	9.997336e+000
1.772985853421364e-002	-6.574213e-002	6.573210e-001	9.998475e+000
1.774513709872747e-002	-6.621946e-002	6.621642e-001	9.999541e+000
1.776319207431524e-002	-6.592903e-002	6.593426e-001	1.000079e+001
1.778647141098408e-002	-6.413975e-002	6.415550e-001	1.000245e+001
1.782418703949011e-002	-5.806223e-002	5.809389e-001	1.000545e+001
1.788413037469344e-002	-4.206640e-002	4.211854e-001	1.001239e+001
1.797377902178687e-002	-1.008178e-002	1.014965e-001	1.006732e+001
1.807406767066735e-002	2.842250e-002	-2.835930e-001	9.977765e+000
1.813253453888379e-002	4.814880e-002	-4.809968e-001	9.989799e+000
1.816945938349059e-002	5.756978e-002	-5.753382e-001	9.993754e+000
1.819516289532728e-002	6.223058e-002	-6.220517e-001	9.995917e+000
1.821396935313087e-002	6.454562e-002	-6.452842e-001	9.997336e+000
1.822985853421364e-002	6.574213e-002	-6.573210e-001	9.998475e+000
1.824513709872747e-002	6.621946e-002	-6.621642e-001	9.999541e+000
1.826319207431524e-002	6.592903e-002	-6.593426e-001	1.000079e+001
1.828647141098408e-002	6.413975e-002	-6.415550e-001	1.000245e+001
1.832418703949012e-002	5.806223e-002	-5.809389e-001	1.000545e+001
1.838413037469345e-002	4.206640e-002	-4.211854e-001	1.001239e+001
1.847377902178687e-002	1.008178e-002	-1.014965e-001	1.006732e+001
1.857406767066736e-002	-2.842250e-002	2.835930e-001	9.977765e+000
1.863253453888379e-002	-4.814880e-002	4.809968e-001	9.989799e+000
1.866945938349060e-002	-5.756978e-002	5.753382e-001	9.993754e+000
1.869516289532728e-002	-6.223058e-002	6.220517e-001	9.995917e+000
1.871396935313087e-002	-6.454562e-002	6.452842e-001	9.997336e+000
1.872985853421364e-002	-6.574213e-002	6.573210e-001	9.998475e+000
1.874513709872747e-002	-6.621946e-002	6.621642e-001	9.999541e+000
1.876319207431524e-002	-6.592903e-002	6.593426e-001	1.000079e+001
1.878647141098408e-002	-6.413975e-002	6.415550e-001	1.000245e+001
1.882418703949012e-002	-5.806223e-002	5.809389e-001	1.000545e+001
1.888413037469345e-002	-4.206640e-002	4.211854e-001	1.001239e+001
1.897377902178687e-002	-1.008178e-002	1.014965e-001	1.006732e+001
1.907406767066736e-002	2.842250e-002	-2.835930e-001	9.977765e+000
1.913253453888379e-002	4.814880e-002	-4.809968e-001	9.989799e+000
1.916945938349060e-002	5.756978e-002	-5.753382e-001	9.993754e+000
1.919516289532728e-002	6.223058e-002	-6.220517e-001	9.995917e+000
1.921396935313087e-002	6.454562e-002	-6.452842e-001	9.997336e+000
1.922985853421365e-002	6.574213e-002	-6.573210e-001	9.998475e+000
1.924513709872747e-002	6.621946e-002	-6.621642e-001	9.999541e+000
1.926319207431524e-002	6.592903e-002	-6.593426e-001	1.000079e+001
1.928647141098408e-002	6.413975e-002	-6.415550e-001	1.000245e+001
1.932418703949011e-002	5.806223e-002	-5.809389e-001	1.000545e+001
1.938413037469343e-002	4.206640e-002	-4.211854e-001	1.001239e+001
1.947377902178685e-002	1.008178e-002	-1.014965e-001	1.006732e+001
1.957406767066734e-002	-2.842250e-002	2.835930e-001	9.977765e+000
1.963253453888378e-002	-4.814880e-002	4.809968e-001	9.989799e+000
1.966945938349059e-002	-5.756978e-002	5.753382e-001	9.993754e+000
1.969516289532727e-002	-6.223058e-002	6.220517e-001	9.995917e+000
1.971396935313087e-002	-6.454562e-002	6.452842e-001	9.997336e+000
1.972985853421364e-002	-6.574213e-002	6.573210e-001	9.998475e+000
1.974513709872747e-002	-6.621946e-002	6.621642e-001	9.999541e+000
1.976319207431524e-002	-6.592903e-002	6.593426e-001	1.000079e+001
1.978647141098408e-002	-6.413975e-002	6.415550e-001	1.000245e+001
1.982418703949012e-002	-5.806223e-002	5.809389e-001	1.000545e+001
1.988413037469345e-002	-4.206640e-002	4.211854e-001	1.001239e+001
1.997377902178687e-002	-1.044889e-002	1.051992e-001	1.006797e+001
2.000000000000000e-002	2.265277e-007	7.029216e-004	3.103026e+003
