0.000000000000000000e+00	4.714285714285836093e+00
1.000000000000000000e+00	-7.142857142858360930e-01
2.000000000000000000e+00	8.428571428571387969e+00
3.000000000000000000e+00	3.285714285714163907e+00
4.000000000000000000e+00	-3.238095238095183959e+00
5.000000000000000000e+00	2.100000000000000000e+01
6.000000000000000000e+00	-7.000000000000000000e+00
7.000000000000000000e+00	1.390476190476204010e+01
8.000000000000000000e+00	1.390476190476204010e+01
9.000000000000000000e+00	6.761904761904816041e+00
1.000000000000000000e+01	6.190476190476204010e+00
1.100000000000000000e+01	2.380952380952408021e+00
1.200000000000000000e+01	1.271428571428583609e+01
1.300000000000000000e+01	1.733333333333342807e+01
1.400000000000000000e+01	1.752380952380963208e+01
1.500000000000000000e+01	3.342857142857138797e+01
1.600000000000000000e+01	7.714285714285836093e+00
1.700000000000000000e+01	2.333333333333428072e+00
1.800000000000000000e+01	-4.619047619047591979e+00
1.900000000000000000e+01	4.419047619047620401e+01
2.000000000000000000e+01	1.228571428571416391e+01
2.100000000000000000e+01	-1.380952380952408021e+00
2.200000000000000000e+01	1.238095238095240802e+01
2.300000000000000000e+01	-4.714285714285836093e+00
2.400000000000000000e+01	6.238095238095183959e+00
2.500000000000000000e+01	4.157142857142861203e+01
2.600000000000000000e+01	2.619047619047591979e+00
2.700000000000000000e+01	2.504761904761897995e+01
2.800000000000000000e+01	-9.000000000000000000e+00
2.900000000000000000e+01	2.838095238095240802e+01
3.000000000000000000e+01	3.666666666666571928e+00
3.100000000000000000e+01	1.076190476190481604e+01
3.200000000000000000e+01	-1.438095238095240802e+01
3.300000000000000000e+01	-8.095238095237959897e+00
3.400000000000000000e+01	2.980952380952379599e+01
3.500000000000000000e+01	-1.080952380952379599e+01
3.600000000000000000e+01	7.761904761904816041e+00
3.700000000000000000e+01	-2.609523809523795990e+01
3.800000000000000000e+01	9.523809523810200517e-01
3.900000000000000000e+01	-2.638095238095240802e+01
4.000000000000000000e+01	-3.523809523809632083e+00
4.100000000000000000e+01	-2.761904761904816041e+00
4.200000000000000000e+01	-4.714285714285836093e+00
4.300000000000000000e+01	4.285714285713879690e-01
4.400000000000000000e+01	-8.619047619047591979e+00
4.500000000000000000e+01	-9.619047619047591979e+00
4.600000000000000000e+01	-6.904761904762040103e+00
4.700000000000000000e+01	2.009523809523795990e+01
4.800000000000000000e+01	7.571428571428612031e+00
4.900000000000000000e+01	-8.809523809523795990e+00
5.000000000000000000e+01	3.047619047618979948e+00
5.100000000000000000e+01	-2.285714285714163907e+00
5.200000000000000000e+01	2.261904761904759198e+01
5.300000000000000000e+01	1.780952380952379599e+01
5.400000000000000000e+01	-1.071428571428583609e+01
5.500000000000000000e+01	-8.666666666666571928e+00
5.600000000000000000e+01	7.000000000000000000e+00
5.700000000000000000e+01	3.419047619047620401e+01
5.800000000000000000e+01	1.571428571428583609e+01
5.900000000000000000e+01	-1.933333333333342807e+01
6.000000000000000000e+01	2.109523809523795990e+01
6.100000000000000000e+01	5.142857142857224062e+00
6.200000000000000000e+01	2.904761904762040103e+00
6.300000000000000000e+01	1.814285714285722406e+01
6.400000000000000000e+01	3.842857142857138797e+01
6.500000000000000000e+01	-5.142857142857224062e+00
6.600000000000000000e+01	-2.447619047619036792e+01
6.700000000000000000e+01	1.347619047619036792e+01
6.800000000000000000e+01	5.000000000000000000e+00
6.900000000000000000e+01	5.714285714286120310e-01
7.000000000000000000e+01	7.476190476190367917e+00
7.100000000000000000e+01	3.152380952380963208e+01
7.200000000000000000e+01	2.942857142857138797e+01
7.300000000000000000e+01	1.233333333333342807e+01
7.400000000000000000e+01	1.552380952380963208e+01
7.500000000000000000e+01	1.871428571428583609e+01
7.600000000000000000e+01	5.333333333333428072e+00
7.700000000000000000e+01	1.019047619047620401e+01
7.800000000000000000e+01	9.904761904762040103e+00
7.900000000000000000e+01	8.476190476190367917e+00
8.000000000000000000e+01	2.523809523809632083e+00
8.100000000000000000e+01	1.890476190476189799e+01
8.200000000000000000e+01	-2.000000000000000000e+00
8.300000000000000000e+01	1.438095238095240802e+01
8.400000000000000000e+01	2.500000000000000000e+01
8.500000000000000000e+01	2.185714285714277594e+01
8.600000000000000000e+01	1.214285714285722406e+01
8.700000000000000000e+01	2.714285714285722406e+01
8.800000000000000000e+01	-1.090476190476204010e+01
8.900000000000000000e+01	1.314285714285722406e+01
9.000000000000000000e+01	-7.666666666666571928e+00
9.100000000000000000e+01	2.333333333333428072e+00
9.200000000000000000e+01	-7.238095238095183959e+00
9.300000000000000000e+01	0.000000000000000000e+00
9.400000000000000000e+01	1.757142857142861203e+01
9.500000000000000000e+01	1.147619047619036792e+01
9.600000000000000000e+01	1.004761904761897995e+01
9.700000000000000000e+01	1.871428571428583609e+01
9.800000000000000000e+01	8.857142857142775938e+00
9.900000000000000000e+01	-1.523809523809518396e+01
1.000000000000000000e+02	-1.523809523809518396e+01
1.010000000000000000e+02	1.019047619047620401e+01
1.020000000000000000e+02	-1.047619047618979948e+00
1.030000000000000000e+02	4.333333333333428072e+00
1.040000000000000000e+02	-4.666666666666571928e+00
1.050000000000000000e+02	5.047619047618979948e+00
1.060000000000000000e+02	6.809523809523795990e+00
1.070000000000000000e+02	1.257142857142861203e+01
1.080000000000000000e+02	1.314285714285722406e+01
1.090000000000000000e+02	1.904761904761897995e+01
1.100000000000000000e+02	1.857142857142861203e+01
1.110000000000000000e+02	1.376190476190481604e+01
1.120000000000000000e+02	2.938095238095240802e+01
1.130000000000000000e+02	1.414285714285722406e+01
1.140000000000000000e+02	2.857142857142775938e+00
1.150000000000000000e+02	6.761904761904816041e+00
1.160000000000000000e+02	1.480952380952379599e+01
1.170000000000000000e+02	5.095238095237959897e+00
1.180000000000000000e+02	2.195238095238102005e+01
1.190000000000000000e+02	1.323809523809518396e+01
1.200000000000000000e+02	-2.095238095237959897e+00
1.210000000000000000e+02	3.809523809524080207e-01
1.220000000000000000e+02	1.019047619047620401e+01
1.230000000000000000e+02	1.285714285714163907e+00
1.240000000000000000e+02	1.223809523809518396e+01
